"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Not 100% sold on this product.","I love the smell and the fresh tingles it brings my hair..... but it also made my hair feel greasier than normal and frizzy. Not sure how that works.... but it did.

I am having my girls who have two different hair types test this out as well. I will update if there are any changes.","4","2020-08-22 00:00:00 UTC","direct","ok","Rose","support+anonymous@judge.me","141859323925","challenger-awesome-conditioner-16oz","","","","","","review-7300c54a-60c2-4789-b975-d723fe59eab1"
"Not impressed with the results","To start off I want to explain my hair type and say that many conditioners and masks dont make much of a difference on my hair. I have long, thick, curly, and frizzy hair. It is a little bit damaged from coloring and occasionally straightening my hair. This didnt do much for my hair other than really make my scalp feel tingly and clean. This has a pretty strong menthol smell and is subtly left in your hair once you dry it, it's not very appealing to me. I did as the directions instructed and left it on for 5 minutes, but unfortunately I am not impressed with the results. Besides my scalp feeling very clean and soft, the rest of my hair is still frizzy, dry, and damaged. With the listed ingredients I at least expected my hair shaft to be soft and smooth but I cant really say that it was either of those. This feels more like a deep cleansing conditioner then anything else. It may take more than a couple washes with this conditioner to see a difference but I doubt it will do much more for me.","2","2020-07-31 00:00:00 UTC","direct","ok","Goddess Lacy VINE VOICE","support+anonymous@judge.me","141859323925","challenger-awesome-conditioner-16oz","","","","","","review-e78b8135-6faf-4862-a964-8704bd89274a"
"Pleasantly surprised","My hair stay grease less for much longer throughout the day along with being more manageable. Overall really glad that I bought something over the internet than getting the same stuff at the store. Not to mention smells better than anything I have used so far.","4","2020-06-16 00:00:00 UTC","direct","ok","Woodrow Goertzen","support+anonymous@judge.me","2019640705097","tea-tree-shampoo-awesome-conditioner-fresh-body-wash-trio","","","","","","review-3c70f7cf-119c-4ffb-ba06-310111d3580b"
"Amazing product","This Strong product is good. It has a really strong hold, and the finish is shiny/slick, which I like. Works best when I put it in slightly damp/towel dried hair to make for easier application. Then I let it dry in and the hold last all day long. Overall, good product","5","2018-02-14 00:00:00 UTC","direct","ok","Kelly","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-7652718b-a5b8-40e5-9bd8-f04091136de6"
"Many Advantages","I have used this Challenger product for over eight years now, and I find it to have many characteristics in its favor over similar hair products. It is not greasy, yet it provides a mild shine, enhancing the color and appearance of your hair while holding the style intact. I switched from their Matte product years ago for a little more shine and hold. I keep a thin film of water on the surface when not in use, making the product easier to apply. It has a pleasant smell, can be used sparingly, washes out easily, and comes in a durable and versatile container that can be reused. A single container will last me for several months.","5","2021-09-20 00:00:00 UTC","direct","ok","Anne and Charles","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-b032f4da-5cde-4435-8f46-6e5ed6c45dc9"
"Firm hold without looking wet","I love it. Finally a pomade with a firm hold that does not make your hair look sopping wet. Ive seen some reviews of it being malleable, from my experience it is not. Dries more like a gel. I have a job that I frequently sweat at, this holds up well.","5","2019-01-13 00:00:00 UTC","direct","ok","Amazonian","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-4696d17d-3ed6-4d08-96ce-e5513fdca9c6"
"Husband likes it","Well, my husband hates putting facial moisturizer on, but he's decided that this one will work. It does not have a fragrance, and it's light. It doesn't irritate his skin. He looks for something that isn't super-spendy, but isn't cheap. In other words, something that's careful with ingredients. It looks like this moisturizer has the ingredients that are most important to ME in a facial cream: shea butter, hyaluronic acid, and vitamin c. In this formulation, they have no scent or mineral oil. This works well for my husband, and the price is great.","5","2021-05-06 00:00:00 UTC","direct","ok","dnkb VINE VOICE","support+anonymous@judge.me","4399656566857","challenger-primo-1-7oz-mens-moisturizing-face-cream-premium-anti-aging-vitamin-e-c-complex-plant-stem-cells-more-reduce-wrinkles-hydrate-against-signs-of-age-fragrance-free","","","","","","review-338bc6f4-e9f9-4e78-8b05-fe82c84524e5"
"Very Good Conditioner That Leaves Your Hair Softer.","This is a very good hair conditioner. The product will come out a little like pudding because it is not watered down. That may be a new feeling for some (including me), as I have never had a product that did not have water as the top ingredient. That is a good thing as you are not paying for water. My hair feels and stay soft after using it. The smell is sort of like peppermint and something else and I am not crazy about it, but the scent does not stay with you. You can use a little and it goes a long way. Keep it on your head for a couple minutes and you will get the full benefit of the conditioner.

One issue I have with this conditioner is that it does not say what it is going to do on the bottle like almost every other hair product for men. Challenger should advertise that this product will make your hair softer and hydrated. If you saw it on a shelf, you probably would not buy it, because you would not really know what it does for your hair and that is a shame. It is a high quality product that will make a noticeable difference in your hair.","4","2020-08-24 00:00:00 UTC","direct","ok","TravelLovers1015 VINE VOICE","support+anonymous@judge.me","141859323925","challenger-awesome-conditioner-16oz","","","","","","review-aeb304c2-1884-45e8-aee2-3438a2085e9c"
"Super soft hair","Great value and leaves my hair super soft","4","2021-06-28 00:00:00 UTC","direct","ok","Confidenceincurves","support+anonymous@judge.me","141859323925","challenger-awesome-conditioner-16oz","","","","","","review-199b99b4-508d-42cc-85eb-a1de095fd66b"
"Great on my man face","I don’t care for many lotions as they always turn out greasy, or extremely thick. This stuff is pretty light and makes me feel rejuvenated. It’s made for men so it holds up to my facial hair and neglect I give my skin.
Smells nice and works as it should","5","2021-04-22 00:00:00 UTC","direct","ok","Brandon","support+anonymous@judge.me","4399656566857","challenger-primo-1-7oz-mens-moisturizing-face-cream-premium-anti-aging-vitamin-e-c-complex-plant-stem-cells-more-reduce-wrinkles-hydrate-against-signs-of-age-fragrance-free","","","","","","review-2dca5f28-2a07-4e3c-bb08-fa9625925b51"
"Control","I got this for my twelve year old grandson who has that hairdo that is very long on top and this keeps it controlled","5","2020-02-07 00:00:00 UTC","direct","ok","Jack's grandma","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-620fb216-2e13-4d1b-9630-324b37641355"
"Creamy, Leaves Skin Soft, Smooth, and Moisturized! My normal to dry skin loves it!","I had gotten the Challenger Eye Cream and absolutely LOVE it, so when I saw this, I immediately wanted to try it!

This comes in the same kind of bottle with a pump that the eye cream came in. The pump works nicely. It gives you enough product for your whole face. The cream is in the thicker side, but not so thick where it feels heavy or takes a long time to rub in. It glides onto the skin very easily. It absorbs quickly leaving behind a very soft, moisturized feel to the skin. This works well under my makeup too. I have normal to dry skin, with some extremely dry areas, and this works well for me. If you have skin that’s more oily, it might feel like too much for you. But, if you have dry skin, I think you’d really like this!","5","2021-05-21 00:00:00 UTC","direct","ok","Lover of All Things Beauty VINE VOICE","support+anonymous@judge.me","4399656566857","challenger-primo-1-7oz-mens-moisturizing-face-cream-premium-anti-aging-vitamin-e-c-complex-plant-stem-cells-more-reduce-wrinkles-hydrate-against-signs-of-age-fragrance-free","","","","","","review-d836e332-1235-486e-bfe5-c84a45101576"
"Awesome product!!! Now my morning routine!","Thank you Challenger! I just became your biggest fan. Definitely works best when my hair is damp when I put it on. Always a strong hold as the name implies, and adds a good amount of shine that I've been complimented on a few times :). Always looks slick. Definitely recommend!","5","2017-12-02 00:00:00 UTC","direct","ok","Gaston","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-aea78043-937f-4e22-9729-ee20e535272e"
"The smell is incredible.","This Challenger Conditioner smells so good! It’s a little peppermint mixed with Shea butter smell in one which i think is more appealing to women then men. It is creamy and thick like Shea butter. I tried it but my hair is dry and needs more a more moisturizing conditioner tho it did work I had to add leave in conditioner to my ends. My husband said it was great and left his hair softer than shampoo alone. It came cellophane packaged to prevent leaks. It’s sulfate free, safe for color treated and made in the good ole USA.","5","2020-07-27 00:00:00 UTC","direct","ok","GK5040 VINE VOICE","support+anonymous@judge.me","141859323925","challenger-awesome-conditioner-16oz","","","","","","review-ce63b100-84c3-41e9-86f5-1053bd087f36"
"Strong hold","Purchased this for my husband, he is super picky and doesn't like anything that is too heavy or too shiny.
He likes that this product last all day, has a strong hold and ""was the perfect amount of shine""","5","2017-12-21 00:00:00 UTC","direct","ok","ue sings","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-800a56e1-2427-4fba-b53e-878538790b9d"
"Works ok","It was just ok. Hard to work into hair and is very sticky. Dries hard like a gel and not like a paste or clay.","3","2020-08-06 00:00:00 UTC","direct","ok","MookyH81","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-cfcccd90-0e26-4fef-9111-0d34cf14a474"
"Super strong for sure","Used it once, it’s was almost impossible to get worked into my hair. It’s the thickest hair cream ever. Definitely held, but if you have longer hair it might rip it out. I still prefer the medium hold, but if you have short hair and want it to never move this might be the product for you.","5","2021-06-13 00:00:00 UTC","direct","ok","Christopher","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-048473c2-8f6a-461a-9804-8562aff36438"
"They asked for a review","They asked me to review politely. Thi is my honest review.
I have thick straight Asian hair, and it works at either length hair at 2 inch vs at .5 inch when I cut it. It works well.
I am extremely active and participate in high level sports and it doesn't come off. I have hyperchondrosis. It washes off clean and easily.
I dislike artificial chemical scents or any scents.
It's not grainy, rubbery, or shiny.
Hold is relatively strong for shorter hair, and medium hold for longer hair.
I chose this so when I sweat it doesn't get in my eyes and cause super irritation. Also so I can wash it out with hand soap right before training.
10/10 would buy again. A bit expensive, I'd like to see the price a bit lower, but I don't mind paying for quality over quantity. It's not expensive comparitively to other brands anyway.
Thanks. Try it. I've used it for a few months.","5","2021-09-18 00:00:00 UTC","direct","ok","Erica Kaczmarczyk","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-6495ab75-34a9-4d90-a6a2-65b76924d410"
"Strong Hold. Slick Finish.","Am pleased with this product. Usually use Challenger Blue, but this caught my eye. Hold is strong and I like the amount of shine the semi-matte finish has.","5","2017-12-05 00:00:00 UTC","direct","ok","Handro","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-eb75ff70-7f5f-4201-9cd9-f1545b025c07"
"Holds well, mild disappearing odor","While this product states that there is no fragrance added, it does have a mild odor which disappears quickly. This is the first pomade type product that I've used, and it does hold very well. If needed later in the day, a wet comb will fix you right up.","5","2020-12-12 00:00:00 UTC","direct","ok","D.J. Budd","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-b9d7cbae-dc62-468e-bb93-b60c9aa6fa4c"
"No scent which is perfect","Review from my boyfriend; “I like this because it does not give off a scent which does not interfere with my allergies or my cologne. It is also non-greasy. My cousin stole mine because of the scent less thing so I had to order more.”","5","2022-08-02 00:00:00 UTC","direct","ok","Zay","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-34ee8006-10a2-4937-89a3-7d520b1023d3"
"Will keep your hair just like you want","This product is really good, it has strong hold, and I keep my hair style all day long. Recommended","5","2019-04-26 00:00:00 UTC","direct","ok","Carlos","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-eaec3298-f641-4fd4-8664-9e51c1b7a424"
"Strong hair product!","Really like the product. I have long hair so need something strong, and the hold works well for me. Also like the shine it provides. A definite recommend for me!","5","2017-12-11 00:00:00 UTC","direct","ok","Casey Neumeier","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-bf48ffbb-4fcf-4b95-bf91-a8b8ac8a2f9f"
"Best Pomade I have ever used","Got the free sampler first, loved all the products. However, the Matte pomade is my favorite. I use it both on my hair and beard, it has a strong hold and blends in perfectly without having any weird residue. Found my new everyday pomade.","5","2023-06-02 00:38:43 UTC","web","ok","Nik","apexcortex@gmail.com","4284946382921","best-sellers-kit","","","","70.114.153.241","Round Rock, Texas, United States","review-8b8fd903-b45a-46ae-8796-e18ef9dbbd65"
"Perfect product for my hair","The matte pomade is the best product I have ever used on my hair. It doesn't smell and stays there all day.","5","2023-06-06 18:24:06 UTC","web","ok","Dustin","dustind44@gmail.com","","","","","","70.114.153.241","Round Rock, Texas, United States","review-cbdc65ee-0971-49f9-875b-3012cc37d263"
"Fresh Body Wash - Refreshing Cleanliness, Lasting Freshness!","Fresh Body Wash is a game-changer! It cleanses effectively, leaving my skin clean and smooth. With gentle exfoliating beads, it provides a refreshing scrub using either my hand or a loofah. The fragrance is subtle yet invigorating, ensuring a lasting fresh scent. The high-quality ingredients, including Aloe, Vitamin E, Tea Tree Oil, Jojoba Oil, and Silk Amino Acids, nourish and hydrate my skin. It's a reliable choice for combating body odor in sensitive areas like the pits and groin. Fresh Body Wash is a must-have for those seeking a quality body wash that delivers cleanliness and long-lasting freshness.","5","2023-07-13 00:54:04 UTC","web","ok","Ivey","iveygen@gmail.com","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","49.148.73.147","Saravia, Western Visayas, Philippines","review-c8e1f49f-6021-46ad-b6df-b5edf81af3ad"
"One of the best hair pomade cream in the market.","I’ve used the pomade cream on my hair. I was amazed it’s like I don’t wear any hair products on my hair. It’s so light and clean. I couldn’t ask for more. I’m so contented. I usually breaks out. It’s good to know that it won’t clogged pores. I would definitely recommend it.","5","2022-01-24 23:19:43 UTC","shopify","ok","Harold Anunciacion","hrld78@aol.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-e52fa9e7-8ff7-4514-91fd-335057724de8"
"It's good and doesn't feel super greasy!","It does as is advertised! It gives a light hold, which was perfect for me at the time with longer hair that I just wanted have lightly pushed back, but without being super greasy, or making me breakout on my scalp or hairline, doesn't clog pores! Not ideal if you want a firm hold though, I'm not sure if they make one with a firmer hold, but if they do I'd definitely buy it!","5","2022-04-08 10:01:34 UTC","shopify","ok","Joshua","joshuaredoak@gmail.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-33eb50ca-0819-417c-aa8e-72d89a53c4cd"
"Life altering","I've been using this product for 2 months now and it's completely stopped my hair from falling out. A+","5","2020-08-06 05:42:42 UTC","shopify","ok","Mike P","i_am@2percentblackperry.com","1467754840137","challenger-hair-keep-conditioner-10oz-growth-support-conditioner","","","","","","review-c3ad6954-1385-431d-8fb8-51206013a377"
"God bless pomades","Love in here .","5","2021-11-22 19:33:42 UTC","shopify","ok","Michaël Lalonde","michael.lalonde@protonmail.com","4284946382921","best-sellers-kit","","","","","","review-99fa085a-412a-48e1-bb42-33c3895081c9"
"Best hair product for sensitive acne-prone skin!","I've been struggling with acne for years and after switching to using the clean pomade from Challenger my skin has improved drastically! I was experiencing forehead acne for a while and decided to switch to a non-comedogenic hair product to see if it would fix the problem and it did! I've been using this product for about 6 months now and it has done wonders for my skin and for my hair. It's great for hair styling and won't clog your pores like other hair products.

Worth every penny. I genuinely want to thank Challenger so much for helping cure my acne. This product deserves more recognition.","5","2023-02-14 04:24:07 UTC","shopify","ok","Keeza Vo","mqximkyd@gmail.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-d21f4724-8efe-4fc9-a832-3d85feb59bf8"
"Bruhhhhhhhh","Siiiiick","5","2020-07-24 06:51:17 UTC","shopify","ok","2% Black Mike Perry","ffff@yahoo.com","11798596757","challenger-shine-3-oz","","","","","","review-3351c165-cc69-4df5-a638-10b42730316a"
"A Staple In My Personal Care Routine","Highly recommended for men who appreciate both functionality and style in their personal care products.","5","2023-06-21 02:48:46 UTC","shopify","ok","Customer","jeremy@hardworkenterprises.com","4284946382921","best-sellers-kit","","","","","","review-17f32872-4185-4429-9751-9f131da9578b"
"THE REAL DEAL!","This product is everything I’ve been searching for!

I have sensitive skin and deal with occasional acne and breakouts. I’ve tried WAY too many hair products to count and all have failed to deliver on everything I’ve been looking for. 

I have curly hair and have found that I like cream-based pomades for the way they clean everything up but still look natural. I also HATE using products that run down my face and make my forehead look like a wet seal. 

Enter: The Challenger Clean Cream. IT CHANGED THE GAME! At first, the texture felt a little wonky and inflexible, but when I applied it, worked it in and—amazing! 

Great medium-firm hold. Nice matte look. It washes out incredibly easy and the best part—the first product I’ve found that doesn’t run down my face meaning, NO MORE OFS (oily forehead syndrome). 

1000% recommend!!","5","2021-07-06 20:40:03 UTC","shopify","ok","Dameron","damerondf12@yahoo.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-5d3b6b2c-71ac-4bdc-b1a2-0e9e7831a2f9"
"The Best I've Found","I have thick, heavy hair, so finding a pomade that actually styles it has been a struggle. This is the best I've found, and it actually holds my hair in place for most of the workday. There's no grease or additional shine; I love how natural my hair looks after I've applied the pomade. It took me a bit to get used to the texture of it in the container, but it doesn't bother me now, and I appreciate that it has no fragrance. I have also sensitive skin, and this pomade hasn't caused any breakouts, even if I forget to wash it out of my hair at the end of the night.","5","2022-09-28 15:42:14 UTC","shopify","ok","E","ewambh@gmail.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-09fa7cff-e6d4-46d3-bddd-0874c3a4f54d"
"Great product and fragrance free","Great product and fragrance free never seem to used together with things we have to buy with my wife's severe allergies.  I get so frustrated settling for lower quality products at higher prices trying to prevent allergic reactions she encounters.  I'm so satisfied with Challenger pomade.  I wish that there were more companies that took the fragrance-free statement serious, without producing worthless products.  This is a fantastic product that I will continue to use.  Thank you Challenger.","5","2023-04-01 17:08:31 UTC","shopify","ok","Jeff","ejcd@proton.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-e79b6498-3dc6-4609-827b-df6e1aacc4ea"
"The 1.5 oz. size has been a ""miss"", but otherwise, fantastic product!","I want to start by saying that the customer service is fantastic! Twice now, they have tried to ""right a wrong"" and have been very responsive.  For some reason, the travel size stock seems to be bad. On every order over the last year, between directly through the company here, or Amazon, the travel size container has been outdated, dried up and unusable. 
I want to thank Challenger for trying to make things write. They sent me replacement containers, but unfortunately, only the large size was usable. I have included a photo, showing the difference in the products received in November 2023. In the photo, the top one was the large 3 oz. container, which was perfect. The other three were travel size ones that I received together.  I honestly, think that Challenger should not shrink wrap these until they are about to send them out. They should inspect the product first, then put the plastic shrink wrap on and send it out after inspection.  I feel this is a fair review based on the lack of consistency in  the product, but like I said, the customer service is fantastic.","3","2023-11-09 14:31:14 UTC","web","ok","Robert Scuteri","scuterib@gmail.com","11899224533","combo-pack-1-5oz-3oz-shine-pomade-medium-hold-shine-best-styling-pomade-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-paste-and-cream-all-in-one","","","https://s3.amazonaws.com/me.judge.review-images/challenger-care-for-men/1699540276__pomadesucks__original.jpg","67.8.195.237","Longwood, Florida, United States","review-ed16ac4f-c056-494a-a0b1-b134025ff0f8"
"Amazing Brand!","Challenger definitely needs more recognition. The products are incredible and the shampoo is no exception. I love the smell, texture, and my hair feels amazing afterwards.","5","2021-07-16 16:00:00 UTC","wizard","ok","Narcedo","support+anonymous@judge.me","141856079893","challenger-tea-tree-shampoo-16oz-premium-daily-or-every-other-day-shampoo","","","","","","review-5413c998-1975-48ec-88f2-1430f88a9a09"
"The eyes are super key to work on for sure","So one thing this past year has showed me is just any of the slightest blemishes/lines/bags around my eyes. When the whole bottom of your face is covered it really shows off the eyes. So in comes this eye cream into my newly found regiment. I’m using this before my serum at night and in the morning on it’s own. THe bottle is only an ounce but that has lasted me weeks now with more in the bottle to go. It takes the tiniest of bits pumped out and then worked into the skin around the eyes. It absorbs quickly even after a shower. There is no strong scent to this and I’ve had no reaction or drying of the skin when used even twice a day. Overall I’m happy with the results after a couple weeks & plan to keep it as part of my daily routine no matter how much of my face is getting shown off to come.","5","2021-05-05 16:00:00 UTC","wizard","ok","Off-Grid Family VINE VOICE","support+anonymous@judge.me","4399656927305","challenger-primo-mens-eye-cream-anti-aging-eye-balm-reduce-wrinkles-under-eye-circles-puffiness-crows-feet-and-signs-of-age-unscented-1-ounce-airless-pump-with-natural-ingredients","","","","","","review-85c71cd6-ed2e-4d50-8c19-e820a27df455"
"Came back for conditioner","My hair was falling out drastically. I combined organic biotin vitamins- THIS SHAMPOO- and some cardio. Has helped stop the large amount. Going to purchase the conditioner now 👍🏼","5","2021-10-09 16:00:00 UTC","wizard","ok","David","support+anonymous@judge.me","141856079893","challenger-tea-tree-shampoo-16oz-premium-daily-or-every-other-day-shampoo","","","","","","review-2acb4650-ee88-4d24-a8f8-db664becd618"
"Seems to work","Seems like there is already a difference in my eye bags. Usefully when your a mom with a teething toddler so I dont get much sleep.","5","2021-06-04 16:00:00 UTC","wizard","ok","Trebeca VINE VOICE","support+anonymous@judge.me","4399656927305","challenger-primo-mens-eye-cream-anti-aging-eye-balm-reduce-wrinkles-under-eye-circles-puffiness-crows-feet-and-signs-of-age-unscented-1-ounce-airless-pump-with-natural-ingredients","","","","","","review-f48f77e6-bd95-4a9a-851a-5b0615e9b835"
"Great stuff that really works!","This is a great eye cream and I'm seeing really good results after the first bottle. I also really like the airless pump. It's so much easier to dispense and apply than some others I've tried. I highly recommend it!","5","2023-06-22 16:00:00 UTC","wizard","ok","Paria Outdoor Products","support+anonymous@judge.me","4399656927305","challenger-primo-mens-eye-cream-anti-aging-eye-balm-reduce-wrinkles-under-eye-circles-puffiness-crows-feet-and-signs-of-age-unscented-1-ounce-airless-pump-with-natural-ingredients","","","","","","review-7d83b3ec-c3af-4539-a9d4-ad6d7786b194"
"Good shampoo","Good treatment for hairs loss","5","2023-01-26 16:00:00 UTC","wizard","ok","Gary","support+anonymous@judge.me","141856079893","challenger-tea-tree-shampoo-16oz-premium-daily-or-every-other-day-shampoo","","","","","","review-aa3159c8-7b9a-4a74-9598-c01cbe09d50c"
"Softens & Renews Eyes","A very nice eye cream that helps to moisturize the skin around the eyes and keeps them looking nice and fresh. Will help to diminish the appearance of fine lines. Makes the eyes look younger. After repeated use, it will also help to fade discoloration and eliminate puffiness.

The skin will have a healthy glow without any oiliness. Works great with the light reflection off of your eyes.

Easy to apply and lasts all day. Reasonably priced and a very little goes a long way.","5","2021-04-19 16:00:00 UTC","wizard","ok","Astrid VINE VOICE","support+anonymous@judge.me","4399656927305","challenger-primo-mens-eye-cream-anti-aging-eye-balm-reduce-wrinkles-under-eye-circles-puffiness-crows-feet-and-signs-of-age-unscented-1-ounce-airless-pump-with-natural-ingredients","","","","","","review-df69472b-892d-4b51-bfb2-5debdc673607"
"Seriously the best!","Finally a sulfate free men’s shampoo that actually lathers. Just bought my third bottle and no plans on changing any time soon. Scent is great and little tingle if you let it sit. 10/10","5","2023-03-07 16:00:00 UTC","wizard","ok","William Heilenbach","support+anonymous@judge.me","141856079893","challenger-tea-tree-shampoo-16oz-premium-daily-or-every-other-day-shampoo","","","","","","review-bb9d058e-3ce5-41fa-972b-d1d41f08b8cf"
"","Hubby loved it!","5","2023-09-22 12:17:14 UTC","shop-app","ok","Emily Anderson","e.anderson.maskell@gmail.com","4284946382921","best-sellers-kit","","","","","","shop-2519111-37331255-5bd1a753-812f-4ee5-925b-57a80bab510c"
"","It’s an ok product","3","2023-09-07 13:55:27 UTC","shop-app","ok","Paul Walston","p.r.walston@gmail.com","4284946382921","best-sellers-kit","","","","","","shop-2519111-36241683-657a777a-6a47-4d29-8879-5e37f6fc762b"
"","Highly recommend!","5","2023-08-14 22:32:07 UTC","shop-app","ok","Samsoniuk","samsonyukgod@gmail.com","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","shop-2519111-34761952-afae9d1d-4bdd-42b1-a914-8103a1111817"
"Overall great","Great product made of ll natural ingredients. It feels and smells great. It takes a lot of shampoo to lather which is annoying given the price, but my hair feels amazing. There’s a little tingling sensation after showering which is also amazing. I have some skin breakouts on my forehead if I use it too often, I believe it’s from the biotin of the conditioner I guess we can’t have everything hahaha at least my hair loss has diminished visibly. Way less hair in the shower drain.","5","2020-02-04 00:00:00 UTC","direct","ok","Roger","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-b86ce7fe-2625-4dc8-8402-1308b1be8cc9"
"Love this product!","So glad I found this product. I used another brand for 3 years that worked great and made my hair as dense as it was in high school (and this was after losing a lot to cancer treatments). It quit working for me and my husband at the same time and my hair began falling out. After researching, I found Hair Keep and it immediately made my hair healthier. After using it for 3-4 months now, I'm hooked. My hair is slowly growing back in. From my past experience, it will probably take about a year for it to reach maximum density, but that could just be because of the chemo I had. One hint to make it more effective is that I shampoo once with a small amount, rinse and repeat. Leave the second wash in for the remainder of your shower to let the Capiyxl work. This helps you get a better lather on the second wash. The first wash doesn't lather much. To increase the lather even more, rub the shampoo between your hands until it lathers before putting it on your hair. The conditioner is so rich, it doesn't need to stay in my hair long at all.","5","2019-11-26 00:00:00 UTC","direct","ok","Angela","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-e89c7bad-4c5f-4d6c-8960-7d6d48bfe177"
"ok for already healthy hair.","at 1st I wasn't too happy with the shampoo. its not a good lather so you still get some breakage due to the friction. the conditioner is amazing from a mans aspect. ive used the product for going on a year and I must say it does keep the hair looking healthy.","5","2020-02-04 00:00:00 UTC","direct","ok","Smm13","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-b24aa6de-1207-45ff-ae9b-0b2d459c26ac"
"Resulted hair growth","Smells good, hair wuit falling out and is now getting thicker on myself and my husband.","5","2019-07-24 00:00:00 UTC","direct","ok","Kathleen Agraz","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-6ee0fc78-c423-4fe5-adf1-f9cf588fd5df"
"Hair feels great.","I have only used this product one and my hair has great sheen and feels great.
I hope it helps with my hair loss. Works better than the last product I tried.","5","2019-10-09 00:00:00 UTC","direct","ok","Catharine A Blunt","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-542e3a89-d646-416a-b2ef-0d71b18f324a"
"Great for anyone looking to have long lasting healthy hair.","Love this ~ has all the real ingredients your hair needs to stay healthy and shine.","5","2019-06-29 00:00:00 UTC","direct","ok","Amazon Customer","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-4624b093-89db-4596-bad1-3fcdb4615733"
"It has the keep!","This stuff is great. The ingredients are top notch, and it has a good shower experience, too. I like that it's drug free. Since I started using it 4 weeks ago, I notice the pace of thinning is slowing, my hair is a bit more there in general, and I may have spotted a few new baby hairs that are encouraging, too. Will definitely keep using.","5","2019-10-18 00:00:00 UTC","direct","ok","PK","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-2c706ed2-4df6-44d3-9af5-fdfedb747df6"
"Great but a bit costly use small amount lathers well","Great product. I've been using daily for just under a month. Does what it says it will do. I've found a little goes a long way so start with a small amount first adss more if needed.
Some suggestions:
give each bottle a semi clear strip to see level,
also store upside down for easy dispensing that said turn the label.","4","2020-03-22 00:00:00 UTC","direct","ok","les tibbetts","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-f0f498ae-1ce8-4d8f-863a-20dd645880bf"
"no more bald spots","I started using the shampoo and conditioner in Dec. as directed. I also was using mens minoxidil and iron supplements. as directed by my dermatologist ,added to that, collagen and biotin every day per my own research. I no longer have any bald spots. My hair is noticeably thicker and it seems to grow faster. Hope this helps","5","2019-12-18 00:00:00 UTC","direct","ok","Martha","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-d87f8185-56f1-466b-8930-3bae4ac45343"
